PROVINCIA,AÑO_MES,Consumo_kWh,%_Consumo
TOLEDO,2023-06,3174059.97,0.59
TOLEDO,2023-07,2221185.91,0.53
TOLEDO,2023-08,1768265.65,0.51
TOLEDO,2023-09,2373448.72,0.6
TOLEDO,2023-10,4234345.5,0.84
TOLEDO,2023-11,13569016.58,1.05
TOLEDO,2023-12,25118315.93,1.08
TOLEDO,2024-01,24999716.74,1.06
TOLEDO,2024-02,17262074.16,1.0
TOLEDO,2024-03,12688430.66,0.9
TOLEDO,2024-04,6246100.88,0.73
TOLEDO,2024-05,2737754.53,0.59
TOLEDO,2024-06,518542.72,0.69
VALENCIA,2021-10,27078503.37,4.66
VALENCIA,2021-11,70939325.91,3.92
VALENCIA,2021-12,95417983.69,4.17
VALENCIA,2022-01,115142681.26,3.97
VALENCIA,2022-02,110248755.46,4.71
VALENCIA,2022-03,105600074.35,4.98
VALENCIA,2022-04,79119393.69,5.27
VALENCIA,2022-05,39144737.98,5.52
VALENCIA,2022-06,30867611.51,5.83
VALENCIA,2022-07,27686202.97,5.97
VALENCIA,2022-08,23512423.27,5.9
VALENCIA,2022-09,26456801.01,5.78
VALENCIA,2022-10,25381263.41,5.03
VALENCIA,2022-11,52667608.79,3.98
VALENCIA,2022-12,85973873.76,3.78
VALENCIA,2023-01,130786669.12,4.24
VALENCIA,2023-02,127253702.78,4.64
VALENCIA,2023-03,81082907.69,4.76
VALENCIA,2023-04,44034687.08,5.19
VALENCIA,2023-05,38879310.33,5.72
VALENCIA,2023-06,30374795.22,5.68
VALENCIA,2023-07,22996021.05,5.45
VALENCIA,2023-08,18922923.27,5.49
VALENCIA,2023-09,21330534.03,5.43
VALENCIA,2023-10,22573732.39,4.47
VALENCIA,2023-11,49992189.98,3.86
VALENCIA,2023-12,89988863.4,3.87
VALENCIA,2024-01,97407447.86,4.15
VALENCIA,2024-02,76281183.85,4.42
VALENCIA,2024-03,64236263.31,4.54
VALENCIA,2024-04,40915781.0,4.76
VALENCIA,2024-05,22333674.19,4.8
VALENCIA,2024-06,3204485.27,4.27
VALLADOLID,2021-10,16567369.97,2.85
VALLADOLID,2021-11,59417743.7,3.29
VALLADOLID,2021-12,73961111.02,3.23
VALLADOLID,2022-01,85815684.53,2.96
VALLADOLID,2022-02,72339522.14,3.09
VALLADOLID,2022-03,64366446.15,3.04
VALLADOLID,2022-04,42692395.7,2.85
VALLADOLID,2022-05,18058048.81,2.55
VALLADOLID,2022-06,11230485.22,2.12
VALLADOLID,2022-07,9035136.6,1.95
VALLADOLID,2022-08,7691678.27,1.93
VALLADOLID,2022-09,10073302.07,2.2
VALLADOLID,2022-10,13987191.52,2.77
VALLADOLID,2022-11,43423650.76,3.28
VALLADOLID,2022-12,75953181.89,3.34
VALLADOLID,2023-01,97960936.96,3.17
VALLADOLID,2023-02,86392082.94,3.15
VALLADOLID,2023-03,52987155.53,3.11
VALLADOLID,2023-04,23365032.84,2.75
VALLADOLID,2023-05,15490841.8,2.28
VALLADOLID,2023-06,12240001.43,2.29
VALLADOLID,2023-07,9690982.59,2.3
VALLADOLID,2023-08,6487542.13,1.88
VALLADOLID,2023-09,8075017.57,2.06
VALLADOLID,2023-10,15423812.41,3.05
VALLADOLID,2023-11,45718205.42,3.53
VALLADOLID,2023-12,79619368.57,3.43
VALLADOLID,2024-01,76174812.77,3.24
VALLADOLID,2024-02,56897698.95,3.3
VALLADOLID,2024-03,47200972.19,3.33
VALLADOLID,2024-04,28406440.91,3.3
VALLADOLID,2024-05,16132416.74,3.47
VALLADOLID,2024-06,2689727.69,3.58
ZAMORA,2021-10,3502075.13,0.6
ZAMORA,2021-11,11616692.16,0.64
ZAMORA,2021-12,15617006.88,0.68
ZAMORA,2022-01,18779560.76,0.65
ZAMORA,2022-02,15556747.29,0.66
ZAMORA,2022-03,13479321.92,0.64
ZAMORA,2022-04,8807403.9,0.59
ZAMORA,2022-05,3817910.39,0.54
ZAMORA,2022-06,2265376.29,0.43
ZAMORA,2022-07,2030382.32,0.44
ZAMORA,2022-08,1752229.26,0.44
ZAMORA,2022-09,2086475.56,0.46
ZAMORA,2022-10,3018233.28,0.6
ZAMORA,2022-11,9194878.33,0.69
ZAMORA,2022-12,15720583.74,0.69
ZAMORA,2023-01,20952117.5,0.68
ZAMORA,2023-02,18673379.41,0.68
ZAMORA,2023-03,11541794.62,0.68
ZAMORA,2023-04,5149404.48,0.61
ZAMORA,2023-05,3546307.15,0.52
ZAMORA,2023-06,2492366.04,0.47
ZAMORA,2023-07,1922322.55,0.46
ZAMORA,2023-08,1457215.82,0.42
ZAMORA,2023-09,1833212.58,0.47
ZAMORA,2023-10,3264728.82,0.65
ZAMORA,2023-11,9897136.87,0.77
ZAMORA,2023-12,18169356.9,0.78
ZAMORA,2024-01,17858282.47,0.76
ZAMORA,2024-02,12850419.0,0.74
ZAMORA,2024-03,10545853.38,0.75
ZAMORA,2024-04,6227197.4,0.72
ZAMORA,2024-05,3511547.92,0.75
ZAMORA,2024-06,552998.53,0.74
ZARAGOZA,2021-10,3687770.2,0.63
ZARAGOZA,2021-11,16791972.85,0.93
ZARAGOZA,2021-12,24918938.83,1.09
ZARAGOZA,2022-01,29978960.92,1.03
ZARAGOZA,2022-02,17984141.34,0.77
ZARAGOZA,2022-03,16516574.59,0.78
ZARAGOZA,2022-04,10245046.89,0.68
ZARAGOZA,2022-05,4199531.91,0.59
ZARAGOZA,2022-06,2513816.39,0.47
ZARAGOZA,2022-07,1952984.66,0.42
ZARAGOZA,2022-08,1587397.07,0.4
ZARAGOZA,2022-09,2178921.69,0.48
ZARAGOZA,2022-10,3146332.67,0.62
ZARAGOZA,2022-11,10834574.46,0.82
ZARAGOZA,2022-12,20306801.13,0.89
ZARAGOZA,2023-01,26989470.27,0.87
ZARAGOZA,2023-02,22901598.05,0.84
ZARAGOZA,2023-03,12850848.0,0.75
ZARAGOZA,2023-04,5058769.91,0.6
ZARAGOZA,2023-05,3027286.49,0.45
ZARAGOZA,2023-06,1947295.03,0.36
ZARAGOZA,2023-07,1394853.81,0.33
ZARAGOZA,2023-08,1168819.7,0.34
ZARAGOZA,2023-09,1617958.58,0.41
ZARAGOZA,2023-10,2459718.37,0.49
ZARAGOZA,2023-11,8607455.7,0.67
ZARAGOZA,2023-12,19053319.98,0.82
ZARAGOZA,2024-01,21474302.47,0.91
ZARAGOZA,2024-02,15235341.61,0.88
ZARAGOZA,2024-03,10732011.93,0.76
ZARAGOZA,2024-04,5235653.38,0.61
ZARAGOZA,2024-05,2652024.39,0.57
ZARAGOZA,2024-06,457789.5,0.61
