FECHA,Temp_Ponderada_MAX,Temp_Ponderada_MIN
2024-04-07,20.78,13.05
2024-04-08,19.53,9.79
2024-04-09,17.53,7.04
2024-04-10,19.7,6.33
2024-04-11,22.56,8.64
2024-04-12,24.45,9.85
2024-04-13,26.99,11.11
2024-04-14,27.21,11.46
2024-04-15,23.98,12.02
2024-04-16,20.69,10.59
2024-04-17,19.21,9.42
2024-04-18,19.37,8.29
2024-04-19,20.8,6.81
2024-04-20,21.69,8.74
2024-04-21,20.29,8.78
2024-04-22,17.44,6.88
2024-04-23,16.54,4.75
2024-04-24,18.02,4.67
2024-04-25,17.44,8.53
2024-04-26,17.67,8.55
2024-04-27,17.03,10.17
2024-04-28,17.24,8.35
2024-04-29,16.95,8.48
2024-04-30,18.73,8.53
2024-05-01,17.61,8.36
2024-05-02,18.16,6.69
2024-05-03,20.06,6.92
2024-05-04,22.79,10.49
2024-05-05,21.1,11.82
2024-05-06,21.07,11.9
2024-05-07,20.97,10.15
2024-05-08,23.39,10.11
2024-05-09,24.94,11.18
2024-05-10,26.23,12.14
2024-05-11,25.44,12.84
2024-05-12,24.85,13.04
2024-05-13,24.57,13.2
2024-05-14,20.47,12.14
2024-05-15,18.8,10.47
2024-05-16,19.67,10.03
2024-05-17,20.67,11.58
2024-05-18,20.95,10.9
2024-05-19,20.98,11.49
2024-05-20,21.85,11.39
2024-05-21,21.77,11.61
2024-05-22,21.32,11.75
2024-05-23,22.48,11.35
2024-05-24,24.17,12.12
2024-05-25,25.44,12.47
2024-05-26,25.57,13.13
2024-05-27,25.27,14.64
2024-05-28,26.74,14.22
2024-05-29,28.21,15.28
2024-05-30,28.27,16.18
2024-05-31,25.5,14.59
2024-06-01,24.11,13.17
2024-06-02,25.18,12.95
2024-06-03,25.05,14.15
2024-06-04,27.78,15.32
2024-06-05,28.81,16.2
2024-06-06,30.75,17.33
2024-06-07,30.77,18.45
2024-06-08,25.88,17.92
2024-06-09,24.34,16.36
2024-06-10,21.55,14.84
2024-06-11,22.88,13.05
2024-06-12,22.71,12.75
2024-06-13,25.62,11.46
2024-06-14,27.73,15.68
2024-06-15,25.76,15.56
2024-06-16,26.71,15.02
2024-06-17,27.76,16.06
2024-06-18,26.19,16.54
2024-06-19,25.18,15.83
2024-06-20,22.84,15.59
2024-06-21,26.41,14.75
2024-06-22,27.29,16.14
2024-06-23,26.38,16.57
2024-06-24,28.75,17.86
2024-06-25,29.75,18.34
2024-06-26,28.57,19.45
2024-06-27,29.5,19.21
2024-06-28,27.9,18.17
2024-06-29,24.41,17.03
2024-06-30,17.95,13.22
