PROVINCIA,AÑO_MES,Consumo_kWh
TARRAGONA,2024-06,1606816.64
TERUEL,2021-10,365119.99
TERUEL,2021-11,1296507.81
TERUEL,2021-12,2038842.1
TERUEL,2022-01,2254559.0
TERUEL,2022-02,1717803.31
TERUEL,2022-03,1583204.07
TERUEL,2022-04,1226467.47
TERUEL,2022-05,493243.27
TERUEL,2022-06,310758.38
TERUEL,2022-07,258779.24
TERUEL,2022-08,239775.57
TERUEL,2022-09,286330.73
TERUEL,2022-10,311073.88
TERUEL,2022-11,941213.54
TERUEL,2022-12,1630277.38
TERUEL,2023-01,2246743.75
TERUEL,2023-02,2156821.22
TERUEL,2023-03,1342268.17
TERUEL,2023-04,596511.68
TERUEL,2023-05,391029.85
TERUEL,2023-06,250088.57
TERUEL,2023-07,163378.88
TERUEL,2023-08,125945.88
TERUEL,2023-09,181767.27
TERUEL,2023-10,286300.9
TERUEL,2023-11,829668.12
TERUEL,2023-12,1596630.18
TERUEL,2024-01,1671073.15
TERUEL,2024-02,1278794.58
TERUEL,2024-03,1017837.19
TERUEL,2024-04,555827.86
TERUEL,2024-05,294548.9
TERUEL,2024-06,26624.86
TOLEDO,2021-10,4883572.92
TOLEDO,2021-11,19843969.14
TOLEDO,2021-12,24906356.13
TOLEDO,2022-01,32461466.53
TOLEDO,2022-02,26752131.22
TOLEDO,2022-03,24013551.54
TOLEDO,2022-04,15674370.78
TOLEDO,2022-05,5735963.02
TOLEDO,2022-06,3654896.97
TOLEDO,2022-07,2567603.72
TOLEDO,2022-08,2054958.92
TOLEDO,2022-09,2613876.77
TOLEDO,2022-10,4008437.76
TOLEDO,2022-11,13273290.78
TOLEDO,2022-12,23930980.42
TOLEDO,2023-01,34261085.87
TOLEDO,2023-02,30217702.54
TOLEDO,2023-03,16667943.88
TOLEDO,2023-04,6714839.65
TOLEDO,2023-05,4248600.16
TOLEDO,2023-06,3174059.97
TOLEDO,2023-07,2221185.91
TOLEDO,2023-08,1768265.65
TOLEDO,2023-09,2373448.72
TOLEDO,2023-10,4234345.5
TOLEDO,2023-11,13569016.58
TOLEDO,2023-12,25118315.93
TOLEDO,2024-01,24999716.74
TOLEDO,2024-02,17262074.16
TOLEDO,2024-03,12688430.66
TOLEDO,2024-04,6246100.88
TOLEDO,2024-05,2737754.53
TOLEDO,2024-06,518542.72
VALENCIA,2021-10,27078503.37
VALENCIA,2021-11,70939325.91
VALENCIA,2021-12,95417983.69
VALENCIA,2022-01,115142681.26
VALENCIA,2022-02,110248755.46
VALENCIA,2022-03,105600074.35
VALENCIA,2022-04,79119393.69
VALENCIA,2022-05,39144737.98
VALENCIA,2022-06,30867611.51
VALENCIA,2022-07,27686202.97
VALENCIA,2022-08,23512423.27
VALENCIA,2022-09,26456801.01
VALENCIA,2022-10,25381263.41
VALENCIA,2022-11,52667608.79
VALENCIA,2022-12,85973873.76
VALENCIA,2023-01,130786669.12
VALENCIA,2023-02,127253702.78
VALENCIA,2023-03,81082907.69
VALENCIA,2023-04,44034687.08
VALENCIA,2023-05,38879310.33
VALENCIA,2023-06,30374795.22
VALENCIA,2023-07,22996021.05
VALENCIA,2023-08,18922923.27
VALENCIA,2023-09,21330534.03
VALENCIA,2023-10,22573732.39
VALENCIA,2023-11,49992189.98
VALENCIA,2023-12,89988863.4
VALENCIA,2024-01,97407447.86
VALENCIA,2024-02,76281183.85
VALENCIA,2024-03,64236263.31
VALENCIA,2024-04,40915781.0
VALENCIA,2024-05,22333674.19
VALENCIA,2024-06,3204485.27
VALLADOLID,2021-10,16567369.97
VALLADOLID,2021-11,59417743.7
VALLADOLID,2021-12,73961111.02
VALLADOLID,2022-01,85815684.53
VALLADOLID,2022-02,72339522.14
VALLADOLID,2022-03,64366446.15
VALLADOLID,2022-04,42692395.7
VALLADOLID,2022-05,18058048.81
VALLADOLID,2022-06,11230485.22
VALLADOLID,2022-07,9035136.6
VALLADOLID,2022-08,7691678.27
VALLADOLID,2022-09,10073302.07
VALLADOLID,2022-10,13987191.52
VALLADOLID,2022-11,43423650.76
VALLADOLID,2022-12,75953181.89
VALLADOLID,2023-01,97960936.96
VALLADOLID,2023-02,86392082.94
VALLADOLID,2023-03,52987155.53
VALLADOLID,2023-04,23365032.84
VALLADOLID,2023-05,15490841.8
VALLADOLID,2023-06,12240001.43
VALLADOLID,2023-07,9690982.59
VALLADOLID,2023-08,6487542.13
VALLADOLID,2023-09,8075017.57
VALLADOLID,2023-10,15423812.41
VALLADOLID,2023-11,45718205.42
VALLADOLID,2023-12,79619368.57
VALLADOLID,2024-01,76174812.77
VALLADOLID,2024-02,56897698.95
VALLADOLID,2024-03,47200972.19
VALLADOLID,2024-04,28406440.91
VALLADOLID,2024-05,16132416.74
VALLADOLID,2024-06,2689727.69
ZAMORA,2021-10,3502075.13
ZAMORA,2021-11,11616692.16
ZAMORA,2021-12,15617006.88
ZAMORA,2022-01,18779560.76
ZAMORA,2022-02,15556747.29
ZAMORA,2022-03,13479321.92
ZAMORA,2022-04,8807403.9
ZAMORA,2022-05,3817910.39
ZAMORA,2022-06,2265376.29
ZAMORA,2022-07,2030382.32
ZAMORA,2022-08,1752229.26
ZAMORA,2022-09,2086475.56
ZAMORA,2022-10,3018233.28
ZAMORA,2022-11,9194878.33
ZAMORA,2022-12,15720583.74
ZAMORA,2023-01,20952117.5
ZAMORA,2023-02,18673379.41
ZAMORA,2023-03,11541794.62
ZAMORA,2023-04,5149404.48
ZAMORA,2023-05,3546307.15
ZAMORA,2023-06,2492366.04
ZAMORA,2023-07,1922322.55
ZAMORA,2023-08,1457215.82
ZAMORA,2023-09,1833212.58
ZAMORA,2023-10,3264728.82
ZAMORA,2023-11,9897136.87
ZAMORA,2023-12,18169356.9
ZAMORA,2024-01,17858282.47
ZAMORA,2024-02,12850419.0
ZAMORA,2024-03,10545853.38
ZAMORA,2024-04,6227197.4
ZAMORA,2024-05,3511547.92
ZAMORA,2024-06,552998.53
ZARAGOZA,2021-10,3687770.2
ZARAGOZA,2021-11,16791972.85
ZARAGOZA,2021-12,24918938.83
ZARAGOZA,2022-01,29978960.92
ZARAGOZA,2022-02,17984141.34
ZARAGOZA,2022-03,16516574.59
ZARAGOZA,2022-04,10245046.89
ZARAGOZA,2022-05,4199531.91
ZARAGOZA,2022-06,2513816.39
ZARAGOZA,2022-07,1952984.66
ZARAGOZA,2022-08,1587397.07
ZARAGOZA,2022-09,2178921.69
ZARAGOZA,2022-10,3146332.67
ZARAGOZA,2022-11,10834574.46
ZARAGOZA,2022-12,20306801.13
ZARAGOZA,2023-01,26989470.27
ZARAGOZA,2023-02,22901598.05
ZARAGOZA,2023-03,12850848.0
ZARAGOZA,2023-04,5058769.91
ZARAGOZA,2023-05,3027286.49
ZARAGOZA,2023-06,1947295.03
ZARAGOZA,2023-07,1394853.81
ZARAGOZA,2023-08,1168819.7
ZARAGOZA,2023-09,1617958.58
ZARAGOZA,2023-10,2459718.37
ZARAGOZA,2023-11,8607455.7
ZARAGOZA,2023-12,19053319.98
ZARAGOZA,2024-01,21474302.47
ZARAGOZA,2024-02,15235341.61
ZARAGOZA,2024-03,10732011.93
ZARAGOZA,2024-04,5235653.38
ZARAGOZA,2024-05,2652024.39
ZARAGOZA,2024-06,457789.5
