codigo_postal,latitud,longitud
49165,41.5722,-5.9833
49164,41.6,-6.04165
49163,41.6333,-5.95
49162,41.6,-5.85835
49161,41.6833,-5.925
49160,41.65,-6
49159,41.4833,-5.6833
49158,41.5,-5.5833
49157,41.475,-5.60835
49156,41.2833,-5.4333
49155,41.35,-5.4
49154,41.3333,-5.4667
49153,41.3833,-5.5333
49152,41.4333,-5.5667
49151,41.433333333,-5.6611
49150,41.4667,-5.65
49149,41.65,-5.8
49148,41.8,-5.866666667
49147,41.71665,-5.9667
49146,41.7333,-5.9167
49145,41.708333333,-5.858333333
49144,41.7,-5.75
49143,41.6833,-5.7167
49142,41.7167,-5.7
49141,41.8333,-5.8667
49140,41.8167,-5.95
49137,41.80835,-5.61665
49136,41.85,-5.6167
49135,41.888866667,-5.572233333
49134,41.95,-5.4667
49133,41.9667,-5.4667
49132,41.9333,-5.3333
49131,41.9,-5.35
49130,41.75,-5.7
49129,41.8167,-5.4667
49128,41.6864,-5.6045
49127,41.7,-5.5333
49126,41.73335,-5.64165
49125,41.6833,-5.65
49124,41.6833,-5.6
49123,41.6333,-5.6333
49122,41.6167,-5.6667
49121,41.55,-5.7
49120,41.5833,-5.65
49110,41.9667,-5.3167
49100,41.9833,-5.4
49080,41.5,-5.75
49071,41.5,-5.75
49070,41.5,-5.75
49032,41.5,-5.75
49031,41.5,-5.75
49030,41.5,-5.75
49029,41.511,-5.7364
49028,41.5,-5.75
49027,41.5,-5.75
49026,41.5,-5.75
49025,41.5,-5.75
49024,41.5003,-5.7536
49023,41.5,-5.75
49022,41.5,-5.75
49021,41.5,-5.75
49020,41.5,-5.75
49019,41.5,-5.75
49018,41.5,-5.75
49017,41.5,-5.75
49016,41.5,-5.75
49015,41.5063,-5.742
49014,41.5,-5.75
49013,41.5,-5.75
49012,41.5,-5.75
49011,41.5,-5.75
49010,41.5,-5.75
49009,41.5,-5.75
49008,41.5,-5.75
49007,41.5,-5.75
49006,41.5,-5.75
49005,41.5,-5.75
49004,41.5,-5.75
49003,41.5038,-5.7425
49002,41.5008,-5.7473
49001,41.5,-5.75
48998,43.35,-3.0167
48993,43.35,-3.0167
48992,43.35,-3.0167
48991,43.35,-3.0167
48990,43.3481,-3.0089
48980,43.3333,-3.0333
48970,43.152075,-2.696875
48960,43.225933333,-2.825933333
48950,43.30608,-2.96356
48940,43.25925,-2.70555
48930,43.3289,-3.0077
48920,43.3167,-3.0167
48910,43.3,-3
48903,43.2817,-2.8924
48902,43.2817,-2.8924
48901,43.2817,-2.8924
48900,43.2817,-2.8924
48895,43.200033333,-3.427766667
48891,43.208333333,-3.364577778
48890,43.24985,-3.35363
48880,43.272225,-3.25
48879,43.24582,-3.23334
48870,43.2667,-3.2
48869,43.216666667,-3.158333333
48860,43.2333,-3.1333
48850,43.2,-3.1167
48840,43.2167,-3.0833
48830,43.2,-3.05
48820,43.2333,-3.0167
48810,43.2311,-3.2868
48800,43.2,-3.2167
48710,43.3167,-2.4667
48700,43.3167,-2.4167
48650,43.3582,-2.9121
48640,43.3667,-2.9833
48630,43.4149,-2.9368
48620,43.2462,-2.7993
48610,43.3833,-2.95
48600,43.3833,-2.9667
48550,43.333333333,-3.1167
48540,43.3167,-3.1
48530,43.3167,-3.0667
48520,43.2833,-3.05
48510,43.3,-3
48508,43.343033333,-3.0833
48500,43.3125,-3.075
48499,43.2,-2.866675
48498,43.233333333,-2.7583
48490,43.2133,-2.8233
48480,43.205,-2.8725
48460,43.0083,-3.016666667
48450,43.1567,-2.8733
48419,43.083325,-2.8611
48410,43.0833,-2.8611
48395,43.2933,-2.6967
48394,43.35,-2.6833
48393,43.3333,-2.6667
48392,43.2933,-2.6967
48391,43.25,-2.6667
48390,43.2,-2.8
48383,43.2917,-2.6017
48382,43.3,-2.624975
48381,43.2667,-2.6167
48380,43.29166,-2.56668
48370,43.4122,-2.733366667
48360,43.3103,-2.6574
48350,43.3833,-2.7
48340,43.2333,-2.75
48330,43.2,-2.705575
48320,43.3103,-2.6574
48315,43.3333,-2.6352
48314,43.2589,-2.638033333
48313,43.35,-2.6167
48312,43.324,-2.6347
48311,43.324,-2.6347
48310,43.4,-2.6333
48309,43.3167,-2.7167
48300,43.311475,-2.605175
48291,43.1125,-2.57916
48290,43.1833,-2.6833
48289,43.326666667,-2.506666667
48288,43.358333333,-2.541666667
48287,43.375,-2.575
48280,43.3667,-2.5
48278,43.238875,-2.5222
48277,43.2389,-2.5222
48276,43.2389,-2.5222
48270,43.2389,-2.5222
48269,43.108333333,-2.533333333
48260,43.1833,-2.5
48250,43.1667,-2.5333
48249,43.1833,-2.5833
48240,43.183333333,-2.583333333
48230,43.13332,-2.54166
48220,43.1432,-2.620033333
48215,43.1333,-2.65
48213,43.1333,-2.65
48212,43.1333,-2.65
48211,43.1333,-2.65
48210,43.1333,-2.65
48200,43.171,-2.619333333
48196,43.028,-2.9726
48195,43.1167,-2.0167
48194,43.2088,-2.9556
48192,43.2088,-2.9556
48191,43.275,-3.116666667
48190,43.255575,-3.155575
48180,43.1976,-2.8038
48170,43.2833,-2.8667
48160,43.3,-2.8667
48150,43.1976,-2.8038
48145,43.1083,-2.7264
48144,43.08128,-2.74394
48143,43.1083,-2.7264
48142,43.1333,-2.7833
48141,43.141666667,-2.733333333
48140,43.1,-2.65
48130,43.4167,-2.8167
48120,43.1976,-2.8038
48116,43.2076,-2.7576
48115,43.30625,-2.755225
48114,43.108333333,-2.608333333
48113,42.8667,-2.7667
48112,43.2076,-2.7576
48111,43.2076,-2.7576
48110,43.21045,-2.8125
48100,43.35,-2.858333333
48080,43.2627,-2.9253
48071,43.2627,-2.9253
48070,43.2627,-2.9253
48015,43.2798,-2.947
48014,43.2662,-2.9356
48013,43.2668,-2.9495
48012,43.2576,-2.9376
48011,43.262,-2.938
48010,43.2609,-2.9381
48009,43.2656,-2.9355
48008,43.264,-2.944
48007,43.2664,-2.9296
48006,43.2608,-2.9231
48005,43.2606,-2.9245
48004,43.2627,-2.9253
48003,43.248,-2.921
48002,43.2627,-2.9253
48001,43.263,-2.9309
47883,41.7,-5.2667
47882,41.6667,-5.3
47881,41.65,-5.2833
47880,41.6167,-5.2833
47870,41.65,-5.2667
47862,41.7333,-5.2
47861,41.7167,-5.2333
47860,41.7167,-5.25
47851,41.7333,-5.3167
47850,41.75,-5.2333
47840,41.7833,-5.2
47832,41.85,-5.2667
47831,41.8167,-5.25
47830,41.8167,-5.15
47820,41.8167,-5.1167
47816,41.9,-4.95
47815,41.9917,-5.00835
47814,41.96665,-5.19165
47813,41.93335,-5.05
47812,41.9333,-5.1333
47811,41.8778,-5.194466667
47810,41.9,-5.2333
47800,41.8833,-5.0333
47692,42.0333,-5.15
47691,41.9833,-5.0667
47690,41.8333,-5.0333
47689,42.175,-5.2125
47688,42.2333,-5.1833
47687,42.25,-5.1333
47686,42.2667,-5.1
47680,42.1667,-5.2667
47676,42.0667,-5.2333
47675,42.00835,-5.2583
47674,41.95,-5.2833
47673,41.9833,-5.45
47672,42.0333,-5.3167
47671,42.1,-5.2833
47670,42.09165,-5.2667
47664,42.0627,-5.1123
47650,42.0667,-5.05
47641,41.7667,-5.0333
47640,41.7167,-4.9833
47639,41.8667,-4.85
47630,41.7833,-4.95
47620,41.7,-4.8333
47610,41.6667,-4.7833
47609,42.2111,-5.055566667
47608,42.14165,-5.112475
47607,42.1,-5.03335
47606,42.06665,-4.975
47600,42.1,-5.0333
47540,41.3604,-5.1938
47530,41.4833,-5.2833
47529,41.4333,-5.3
47520,41.3833,-5.2667
47513,41.2167,-5.2167
47512,41.2944,-5.2056
47511,41.35,-5.1833
47510,41.3167,-5.2167
47509,41.3667,-5
47500,41.3333,-5.0833
47494,41.194425,-4.933325
47493,41.23335,-4.84165
47492,41.4,-4.9417
47491,41.4167,-4.9
47490,41.4167,-4.95
47480,41.2,-5.15
47470,41.2167,-5.1
47465,41.3,-5.0167
47464,41.2667,-5.05
47463,41.2333,-4.9667
47462,41.2,-5.0167
47461,41.25,-5.0133
47460,41.25,-5.0167
47454,41.2875,-4.7875
47453,41.2333,-4.7833
47452,41.2667,-4.7667
47451,41.3333,-4.7667
47450,41.3167,-4.8333
47440,41.4,-4.5333
47430,41.35,-4.5833
47420,41.3667,-4.5333
47419,41.2111,-4.666666667
47418,41.261133333,-4.6389
47410,41.2833,-4.6833
47400,41.3,-4.9167
47360,41.6167,-4.2167
47359,41.638875,-4.3
47350,41.6167,-4.35
47340,41.6,-4.4333
47331,41.5667,-4.45
47330,41.5833,-4.4667
47329,41.666666667,-4.4417
47328,41.5333,-4.5333
47320,41.55555,-4.55555
47319,41.5333,-4.075
47318,41.577766667,-4.0389
47317,41.658333333,-4.05
47316,41.670825,-4.12085
47315,41.6333,-4.15
47314,41.5889,-4.177766667
47313,41.5125,-4.279175
47312,41.5812,-4.1399
47311,41.5333,-4.125
47310,41.5,-4.1833
47300,41.6,-4.1167
47290,41.4659,-4.7391
47283,41.85,-4.65
47282,41.8333,-4.65
47281,41.75,-4.6167
47280,41.8111,-4.6389
47270,41.7667,-4.7
47260,41.4659,-4.7391
47250,41.4333,-4.65
47240,41.4667,-4.7667
47239,41.479175,-4.84585
47238,41.375,-4.7167
47230,41.4167,-4.7833
47220,41.3667,-4.8333
47219,41.13668,-4.82334
47210,41.1833,-4.8
47209,41.75,-4.5417
47200,41.8,-4.5333
47196,41.4667,-4.6333
47195,41.6167,-4.7667
47194,41.725,-4.75835
47193,41.6405,-4.8048
47192,41.65,-4.95
47191,41.6333,-4.85
47190,41.6667,-4.9167
47186,41.75,-4.1
47185,41.75,-4.1167
47184,41.7667,-4.1833
47183,41.7667,-4.2
47182,41.75,-4.2167
47181,41.7333,-4.2667
47180,41.7528,-4.1806
47177,41.75,-4.3
47176,41.75,-4.3667
47175,41.7333,-4.4167
47174,41.7,-4.4833
47173,41.6833,-4.5167
47172,41.6833,-4.5333
47171,41.6833,-4.5833
47170,41.7119,-4.4571
47169,41.4813,-4.5667
47166,41.4813,-4.5667
47165,41.4667,-4.5
47164,41.44165,-4.48335
47162,41.5167,-4.6333
47161,41.5667,-4.65
47160,41.472233333,-4.594433333
47155,41.7,-4.6833
47153,41.5792,-4.7292
47152,41.55,-4.7833
47151,41.5333,-4.7
47150,41.5333,-4.75
47140,41.5833,-4.7167
47134,41.633325,-5.061125
47133,41.59165,-5.125
47132,41.527766667,-4.905533333
47131,41.58666,-4.90002
47130,41.5833,-4.8167
47129,41.665625,-5.0995
47120,41.6333,-5.1667
47116,41.45,-5.1167
47115,41.575,-5.04165
47114,41.527766667,-5.016666667
47113,41.56665,-5.125
47112,41.5667,-5.2
47111,41.55,-5.1333
47110,41.5833,-5.2333
47100,41.5,-5
47080,41.65,-4.7167
47071,41.65,-4.7167
47070,41.65,-4.7167
47016,41.65,-4.7167
47015,41.65,-4.7167
47014,41.6452,-4.7379
47013,41.65,-4.7167
47012,41.65,-4.7167
47011,41.65,-4.7167
47010,41.65,-4.7167
47009,41.6542,-4.7331
47008,41.6234,-4.7455
47007,41.6424,-4.7306
47006,41.6385,-4.7388
47005,41.65,-4.7167
47004,41.6483,-4.7254
47003,41.655,-4.727
47002,41.6525,-4.7233
47001,41.6526,-4.7267
46989,39.5,-0.4333
46988,39.5,-0.4333
46980,39.51405,-0.4411
46970,39.45,-0.45
46960,39.4667,-0.45
46950,39.4667,-0.4167
46940,39.5,-0.483333333
46930,39.4833,-0.4333
46920,39.4667,-0.4167
46910,39.4212,-0.3829
46909,39.4333,-0.5167
46901,39.4333,-0.4917
46900,39.4333,-0.4667
46894,38.9833,-0.4667
46893,38.9,-0.5
46892,38.8889,-0.5056
46891,38.8667,-0.5167
46890,38.8167,-0.5333
46880,38.75,-0.6417
46870,38.8167,-0.6167
46869,38.8333,-0.4889
46868,38.85,-0.4667
46860,38.85,-0.5167
46850,38.9188,-0.5173
46844,38.85,-0.425
46843,38.90835,-0.38335
46842,38.8833,-0.258325
46841,38.8833,-0.3667
46840,38.8815,-0.3352
46839,38.92835,-0.4775
46838,38.944433333,-0.338866667
46837,38.95,-0.4
46830,38.95,-0.4333
46825,39.1333,-0.7833
46824,39.1167,-0.7167
46823,39.1,-0.6833
46822,39.0667,-0.6667
46821,39.05,-0.65
46820,39.0167,-0.6333
46817,39.0167,-0.6167
46816,39,-0.5667
46815,38.9697,-0.6364
46814,38.99165,-0.55835
46813,38.9833,-0.5667
46812,38.8833,-0.5833
46811,38.9167,-0.875
46810,38.9833,-0.6833
46800,38.843333333,-0.540016667
46792,39.0167,-0.2167
46791,39.0167,-0.2167
46790,39.0167,-0.2167
46789,38.9167,-0.1167
46780,38.9167,-0.1167
46770,39.0333,-0.2167
46760,39.0667,-0.2667
46759,39.0167,-0.3
46758,39.008333333,-0.291666667
46750,39.0333,-0.3167
46749,39.1333,-0.45
46740,39.1333,-0.45
46730,38.99105,-0.163
46729,38.9167,-0.2167
46728,38.9667,-0.25
46727,38.95,-0.1833
46726,38.9167,-0.275
46725,38.9333,-0.25
46724,38.9333,-0.2167
46723,38.95,-0.1833
46722,38.9333,-0.1833
46721,38.9167,-0.1833
46720,38.8833,-0.2
46717,38.9444,-0.1444
46716,38.9333,-0.1667
46715,38.9333,-0.15
46714,38.9333,-0.15
46713,38.9444,-0.1444
46712,38.94165,-0.125
46711,38.95,-0.1333
46710,38.9667,-0.15
46703,38.9667,-0.1833
46702,38.9667,-0.1833
46701,38.9667,-0.1833
46700,38.972775,-0.185425
46692,38.95,-0.65
46691,38.9,-0.6833
46690,38.925,-0.6667
46689,39.1833,-0.3833
46688,39.2,-0.3667
46687,39.2,-0.3833
46680,39.1833,-0.4333
46670,39.06665,-0.4417
46669,39.0667,-0.491666667
46668,39.05,-0.4667
46667,39.0167,-0.4167
46666,39.05,-0.45
46660,39.05,-0.5
46659,38.9667,-0.5667
46650,38.95,-0.5833
46649,38.8667,-0.75
