codigo_postal,latitud,longitud
40423,40.811133333,-4.266666667
40422,40.8167,-4.2
40421,40.8333,-4.1667
40420,40.858333333,-4.141666667
40419,40.7167,-4.15
40410,40.7167,-4.1833
40409,40.7444,-4.2556
40408,40.7667,-4.3333
40400,40.733333333,-4.216666667
40396,41.2333,-3.9333
40395,41.1833,-3.9833
40394,41.1333,-4.05
40393,41.1,-4.1167
40392,41.0611,-4.105575
40391,41.0167,-4.15
40390,41,-4.1667
40389,41.233325,-3.80415
40380,41.266675,-3.8611
40370,41.15,-4
40360,41.0667,-4.15
40359,41.375,-4.01665
40358,41.4,-4.0333
40357,41.425,-3.98335
40356,41.3513,-4.0641
40355,41.4167,-4.0667
40354,41.377766667,-4.1111
40353,41.35,-4.1167
40352,41.3,-4.1
40351,41.2,-4.0667
40350,41.1667,-4.1167
40340,41.2167,-4.1
40332,41.39165,-3.93335
40331,41.35,-3.887475
40330,41.3,-3.9333
40320,41.25,-3.9167
40318,41.20555,-3.7389
40317,41.33,-3.8
40315,41.405566667,-3.827766667
40314,41.466666667,-3.9167
40313,41.45,-3.8333
40312,41.2476125,-3.6738
40311,41.25,-3.65
40310,41.233333333,-3.691666667
40300,41.3,-3.75
40299,41.205,-4.2267
40298,41.3833,-4.1833
40297,41.3167,-4.3
40296,41.2667,-4.3
40295,41.2167,-4.3333
40294,41.1833,-4.2
40293,41.2667,-4.1833
40292,41.1833,-4.1667
40291,41.1,-4.2083
40290,41.0333,-4.1833
40280,41.2167,-4.25
40270,41.1167,-4.2667
40260,41.2167,-4.1667
40250,41.15,-4.1833
40242,41.3167,-4.3667
40241,41.2833,-4.35
40240,41.2833,-4.3167
40239,41.55,-3.95
40238,41.5583,-4.1
40237,41.5,-3.95
40236,41.49165,-4.01665
40235,41.4667,-4.05
40234,41.45,-4.1
40233,41.4167,-4.1833
40232,41.4167,-4.2167
40231,41.4,-4.2167
40230,41.3833,-4.2333
40220,41.4167,-4.13335
40219,41.3,-4.5167
40218,41.2833,-4.4833
40217,41.3167,-4.45
40216,41.3333,-4.45
40215,41.3333,-4.3667
40214,41.4,-4.4667
40213,41.4,-4.4167
40212,41.4,-4.4
40211,41.4167,-4.35
40210,41.4,-4.2833
40200,41.4,-4.3167
40197,40.95,-4.0667
40196,40.9667,-4.11665
40195,40.88335,-4.10835
40194,40.94582,-4.04582
40193,40.9781,-4.0688
40192,41.072233333,-4.033333333
40191,41,-4.061133333
40190,41,-4.1167
40185,41.23334,-3.82916
40184,41.191666667,-3.883333333
40183,41.1667,-3.95
40182,41.1167,-3.9667
40181,41.075,-3.958333333
40180,41.033325,-4.008325
40176,41.166675,-3.755575
40175,41.1833,-3.7833
40174,41.1833,-3.8
40173,41.133333333,-3.844466667
40172,41.1333,-3.783333333
40171,41.07082,-3.87918
40170,41.038875,-3.927775
40165,41.157275,-3.6833
40164,41.12084,-3.73332
40163,41.1,-3.75835
40162,41.071675,-3.799175
40161,41.05,-3.8167
40160,40.975933333,-4.0167
40154,40.908333333,-4.158333333
40153,40.8667,-4.25
40152,40.8167,-4.3333
40151,40.8,-4.3833
40150,40.7833,-4.4167
40146,40.85,-4.5167
40145,40.8833,-4.4667
40144,40.90835,-4.4333
40143,40.9667,-4.4
40142,40.877775,-4.35555
40141,40.9167,-4.2667
40140,40.95,-4.2333
40136,41.0111,-4.45
40135,40.958333333,-4.475
40134,40.95,-4.425
40133,40.9833,-4.3667
40132,40.9727,-4.4015
40130,40.955566667,-4.3
40123,41.0167,-4.3833
40122,41.044433333,-4.366666667
40121,40.9833,-4.3
40120,40.9833,-4.2667
40109,41.0328,-4.0515
40100,41.0328,-4.0515
40080,40.95,-4.1167
40071,40.95,-4.1167
40070,40.95,-4.1167
40006,40.9336,-4.1044
40005,40.95,-4.1167
40004,40.95,-4.1167
40003,40.9515,-4.1244
40002,40.9439,-4.1215
40001,40.9494,-4.1213
39880,43.288875,-3.2778
39860,43.251783333,-3.538883333
39850,43.3167,-3.45
39849,43.3391,-3.41364
39840,43.35,-3.4167
39820,43.3667,-3.4167
39815,43.2731,-3.5808
39813,43.26334,-3.57666
39812,43.294425,-3.538875
39809,43.26416,-3.44832
39808,43.191666667,-3.491666667
39806,43.196914286,-3.5449
39805,43.2333,-3.45
39800,43.25,-3.45
39798,43.4,-3.272233333
39795,43.4333,-3.5
39794,43.4,-3.65
39793,43.425,-3.669433333
39792,43.4,-3.7667
39791,43.401675,-3.55
39790,43.408333333,-3.491666667
39788,43.352783333,-3.317116667
39780,43.37916,-3.325
39778,43.3833,-3.4167
39777,43.4,-3.4
39776,43.388525,-3.371875
39770,43.4094,-3.4244
39766,43.333325,-3.49165
39764,43.354175,-3.50415
39762,43.3667,-3.45
39761,43.391666667,-3.475
39760,43.362966667,-3.7852
39750,43.403066667,-3.439
39749,43.4575,-3.4564
39740,43.4414,-3.4575
39738,43.383333333,-3.5833
39730,43.4167,-3.59165
39728,43.27778,-3.73556
39727,43.32965,-3.746283333
39724,43.3746,-3.727066667
39723,43.2948,-3.710425
39722,43.3129,-3.7274
39720,43.35,-3.7
39719,43.41286,-3.72666
39718,43.35868,-3.766
39716,43.376666667,-3.64
39715,43.375,-3.69165
39710,43.3833,-3.7386
39709,43.35835,-3.21665
39707,43.325,-3.175
39706,43.344433333,-3.1778
39700,43.3833,-3.2167
39699,43.21668,-3.95
39698,43.24165,-3.9333
39697,43.25,-3.95
39696,43.205575,-3.772225
39694,43.295825,-3.825
39692,43.3833,-3.8333
39691,43.2667,-3.9333
39690,43.35,-3.8667
39689,43.2,-3.9167
39688,43.1148,-3.907433333
39687,43.103083333,-3.9031
39686,43.1317,-3.823325
39685,43.15,-3.783333333
39683,43.1333,-3.8667
39682,43.177775,-3.872225
39681,43.083325,-3.877775
39680,43.2,-3.9167
39679,43.325,-3.96665
39670,43.288866667,-3.966666667
39660,43.3167,-3.95
39650,43.3167,-3.9
39649,43.233316667,-3.826683333
39640,43.2333,-3.8
39639,43.261133333,-3.477766667
39638,43.2667,-3.8833
39630,43.2667,-3.8833
39627,43.345025,-3.825025
39626,43.3167,-3.85
39620,43.3333,-3.85
39619,43.3867,-3.8433
39618,43.4,-3.8
39613,43.3867,-3.8433
39612,43.366666667,-3.8833
39611,43.4,-3.8333
39610,43.4,-3.8167
39609,43.4,-3.9
39608,43.4333,-3.8667
39600,43.425,-3.841666667
39595,43.3333,-4.3833
39594,43.358325,-4.487475
39593,43.309171429,-4.295585714
39592,43.29666,-4.26278
39591,43.3333,-4.175
39590,43.34666,-4.14334
39588,43.127775,-4.772225
39587,43.15668,-4.68666
39586,43.155566667,-4.65
39584,43.191555556,-4.604111111
39583,43.19582,-4.58332
39582,43.136228571,-4.715871429
39580,43.244542857,-4.602385714
39577,43.094357143,-4.675
39575,43.091685714,-4.622214286
39574,43.10415,-4.537475
39573,43.121875,-4.552075
39572,43.070366667,-4.539816667
39571,43.1395875,-4.541675
39570,43.15,-4.6167
39569,43.358333333,-4.508333333
39560,43.3833,-4.5167
39559,43.2167,-4.3833
39558,43.25,-4.35
39557,43.09305,-4.4338
39556,43.1,-4.4
39555,43.166666667,-4.35
39554,43.25,-4.407433333
39553,43.2833,-4.4333
39551,43.3167,-4.5
39550,43.266675,-4.483325
39549,43.3645875,-4.41875
39548,43.3833,-4.45
39547,43.4083,-4.36665
39540,43.4333,-4.4
39539,43.3667,-4.133333333
39538,43.35,-4.091666667
39530,43.3667,-4.0833
39528,43.37556,-4.30888
39527,43.37915,-4.24585
39526,43.3833,-4.1667
39525,43.4,-4.1167
39520,43.3833,-4.3
39518,43.166675,-4.272225
39517,43.15835,-4.2833
39513,43.2667,-4.2667
39511,43.2333,-4.3
39510,43.2333,-4.3
39509,43.30695,-4.189583333
39507,43.328125,-4.227075
39500,43.309566667,-4.218733333
39491,43.05468,-4.06134
39490,43.05,-4.077766667
39479,43.35,-3.972233333
39478,43.4167,-3.95
39477,43.3667,-3.9667
39470,43.3667,-3.9667
39460,43.3,-4.074083333
39451,43.2,-4.025933333
39450,43.188671429,-4.068757143
39438,43.145125,-4.028475
39430,43.15,-4.0333
39420,43.12916,-4.06668
39419,42.847192857,-4.060714286
39418,42.91615,-4.176564286
39410,42.8833,-4.1667
39409,43.2833,-4.033333333
39408,43.275,-4.08335
39407,43.2167,-4.1
39400,43.259733333,-4.0667
39360,43.397628571,-4.090471429
39350,43.405566667,-4.0611
39340,43.4278,-4.0422
39330,43.3891,-4.1088
39329,43.4,-4.2
39320,43.3833,-4.2167
39318,43.4125,-4.012525
39315,43.3167,-4.05
39314,43.3833,-4.05835
39313,43.3833,-4.0167
39312,43.388866667,-4.005533333
39311,43.341671429,-4.133328571
39310,43.427766667,-3.977766667
39300,43.347028571,-4.045157143
39294,43.0333,-3.925
39292,43.01118,-4.03299
39250,42.798245455,-3.986945455
39232,42.868975,-3.875275
39230,42.8375,-3.904175
39220,42.816666667,-3.916666667
39213,42.931125,-4.056125
39212,43.0190375,-4.1595125
39210,43.013390909,-4.243809091
39200,42.99165,-4.14165
39197,43.456966667,-3.4833
39195,43.483333333,-3.5667
39193,43.466666667,-3.541666667
39192,43.458333333,-3.5667
39191,43.45,-3.6333
39180,43.4892,-3.5231
39170,43.475,-3.60835
39160,43.469066667,-3.698533333
39150,43.449866667,-3.703766667
39140,43.4506,-3.7358
39130,43.4365,-3.7761
39120,43.45835,-3.9167
39110,43.4636,-3.8782
39108,43.4375,-3.904175
39100,43.45,-3.9
39080,43.4647,-3.8044
39071,43.4647,-3.8044
39070,43.4647,-3.8044
39012,43.468,-3.8015
39011,43.4493,-3.8259
39010,43.461,-3.816
39009,43.4593,-3.8093
39008,43.4647,-3.8044
39007,43.4623,-3.8153
39006,43.4644,-3.798
39005,43.4703,-3.7859
39004,43.4624,-3.7972
39003,43.4647,-3.8044
39002,43.4606,-3.8066
39001,43.469,-3.7986
38916,27.81252,-17.94168
38915,27.7722,-17.927775
38914,27.7167,-17.9667
38913,27.75,-18.0167
38912,27.75,-18.1
38911,27.758333333,-18
38910,27.8,-17.89166667
38900,27.776,-17.9635
38892,28.125,-17.3
38891,28.1,-17.1833
38890,28.152766667,-17.18753333
38879,28.1,-17.1
38870,28.1,-17.1
38869,28.114575,-17.1771
38860,28.05,-17.2833
38852,28.141666667,-17.3167
38850,28.2,-17.2833
38849,28.15,-17.25
38840,28.1667,-17.25
38830,28.1833,-17.1833
38829,28.1667,-17.1667
38820,28.1667,-17.1667
38813,28.0833,-17.1833
38812,28.05,-17.2333
38811,27.916666667,-17.60833333
38810,27.9917,-17.4083
38800,28.0931,-17.1125
38789,28.722225,-17.94445
38788,28.7,-17.95
38787,28.8167,-17.9333
38780,28.7,-17.95
38779,28.6333,-17.9167
38770,28.6333,-17.9333
38769,28.6167,-17.88333333
38768,28.6333,-17.8875
38767,28.65,-17.8833
38760,28.65,-17.9
38759,28.65,-17.88
38758,28.65,-17.8667
38750,28.65,-17.8667
38749,28.5611,-17.816675
38740,28.4833,-17.8333
38739,28.65,-17.74166667
38738,28.59582,-17.75834
38730,28.6,-17.7667
38729,28.792566667,-17.75926667
38728,28.8045,-17.7758
38727,28.810025,-17.776675
38726,28.8167,-17.8083
38720,28.8,-17.7667
38715,28.704133333,-17.74303333
38714,28.6833,-17.75
38713,28.66778,-17.76944
38712,28.716666667,-17.7667
38711,28.6844,-17.7583
38710,28.65,-17.7833
38700,28.6861,-17.7614
38690,28.266666667,-16.79443333
38689,28.2167,-16.7833
38688,28.203333333,-16.75666667
38687,28.2133,-16.78
38686,28.1833,-16.8167
38685,28.2133,-16.78
38684,28.2833,-16.8
38683,28.2333,-16.8333
38680,28.2135,-16.79115
38679,28.1017,-16.7222
38678,28.1208,-16.74595
38677,28.1375,-16.721875
38670,28.1077,-16.72975
38660,28.1708,-16.6423
38650,28.1708,-16.6423
38649,28.0833,-16.6667
38640,28.0762,-16.7065
38639,28.0167,-16.5833
38631,28,-16.65
38630,28.0083,-16.6167
38629,28.091666667,-16.6333
38628,28.2917,-16.3833
38627,28.3833,-16.5
38626,28.24266,-16.462
38620,28.2217,-16.5
38617,28.09668,-16.56332
38616,28.1167,-16.5633
38615,28.1333,-16.66665
38614,28.1322,-16.5622
38613,28.15,-16.6333
38612,28.0333,-16.5333
38611,28.1322,-16.5622
38610,28.45,-16.2333
38600,28.1211,-16.5709
38595,28.1,-16.5667
38594,28.1167,-16.55556667
38593,28.1604,-16.5125
38592,28.2,-16.4333
38591,28.25,-16.4167
38590,28.2667,-16.4167
38589,28.173333333,-16.48666667
38588,28.1352,-16.49073333
38580,28.1667,-16.4833
38579,28.2167,-16.45
38570,28.2333,-16.4333
38560,28.2833,-16.39165
38550,28.3333,-16.3889
38540,28.35835,-16.375
38532,28,-16.65
38530,28.35,-16.3667
38520,28.5167,-16.15
38510,28.4,-16.35
38509,28.35,-16.3667
38508,28.325,-16.3917
38500,28.3,-16.4167
38489,28.316675,-16.844425
38480,28.3667,-16.9
38479,28.3667,-16.7833
38470,28.3667,-16.7833
38460,28.3667,-16.76666667
38459,28.35,-16.74166667
38458,28.3556,-16.7389
38450,28.3667,-16.7333
38449,28.3667,-16.65
38440,28.3667,-16.65
38439,28.369,-16.6143
38438,28.35,-16.7
38437,28.55,-16.1167
38435,28.33332,-16.69582
38434,28.369,-16.6143
38430,28.35,-16.7
38429,28.4,-16.6333
38428,28.4167,-16.3667
38420,28.3833,-16.6333
38419,28.3333,-16.7833
38418,28.3625,-16.5917
38417,28.3625,-16.5917
38416,28.375,-16.5667
38415,28.3333,-16.55
38414,28.3667,-16.6
38413,28.3667,-16.5333
38412,28.3833,-16.5667
38411,28.3625,-16.5917
38410,28.3667,-16.5667
38400,28.3833,-16.55
38399,28.405575,-16.4889
38398,28.4167,-16.4667
38390,28.42305,-16.48085
38389,28.4167,-16.45
38380,28.4167,-16.45
38379,28.4604,-16.392375
38370,28.44325,-16.456
38369,28.346675,-16.196675
38360,28.4667,-16.4167
38359,28.469,-16.4048
38358,28.483333333,-16.40833333
38357,28.469,-16.4048
38356,28.4667,-16.4
38355,28.459266667,-16.40743333
38350,28.4667,-16.4
38340,28.466666667,-16.3
38330,28.4833,-16.35
38329,28.5,-16.2833
38320,28.4833,-16.3167
38315,28.3667,-16.5333
38314,28.4133,-16.446675
38313,28.3931,-16.4931
38312,28.372925,-16.584375
38311,28.43332,-16.44168
38310,28.357433333,-16.4833
38300,28.38585,-16.52075
38298,28.266666667,-16.4667
38297,28.4722,-16.294425
38296,28.475,-16.3167
38295,28.475,-16.2917
38294,28.54415,-16.2675
38293,28.49895,-16.30105
38292,28.5167,-16.3167
38291,28.463325,-16.3167
38290,28.442566667,-16.35926667
38289,28.4833,-16.2917
38280,28.483333333,-16.2917
38279,28.5167,-16.3833
38270,28.5167,-16.3833
38260,28.41875,-16.38125
38250,28.5333,-16.3333
38240,28.5667,-16.3167
38208,28.4833,-16.3167
38207,28.4833,-16.3167
38206,28.4833,-16.3167
38205,28.4833,-16.3167
38204,28.4833,-16.3167
38203,28.4833,-16.3167
38202,28.4833,-16.3167
38201,28.4833,-16.3167
38200,28.4833,-16.3167
38190,28.0583,-15.6667
38180,28.5,-16.225
38170,28.466666667,-16.24166667
38160,28.4833,-16.24165
38150,28.325,-16.1125
38140,28.4326,-16.1616
38139,28.541666667,-16.23333333
38130,28.5667,-16.2167
38129,28.5667,-16.17223333
38120,28.45,-16.2333
38110,28.4333,-16.2833
38109,28.4167,-16.325
38108,28.4167,-16.325
38080,28.45,-16.2333
38071,28.45,-16.2333
38070,28.45,-16.2333
38010,28.45,-16.2333
38009,28.45,-16.2333
38008,28.45,-16.2333
38007,28.45,-16.2333
38006,28.45,-16.2333
38005,28.46,-16.2548
38004,28.4715,-16.2531
38003,28.45,-16.2333
38002,28.4674,-16.2494
38001,28.4629,-16.2472
37900,40.95,-5.6333
37893,40.9,-5.50002
37892,40.7667,-5.55
37891,40.78334,-5.56666
37890,40.85,-5.4833
37882,40.791666667,-5.45
37881,40.7667,-5.4167
37874,40.85,-5.4167
37873,40.8267,-5.4167
37871,40.80835,-5.4
37870,40.8167,-5.45
37865,40.7333,-5.45
37864,40.75,-5.4667
37863,40.7167,-5.4833
37862,40.6967,-5.4333
37861,40.65,-5.3667
37860,40.6333,-5.4
37850,40.8833,-5.2833
37840,40.85,-5.35
37830,40.8833,-5.3667
37820,40.8833,-5.3833
37810,40.866666667,-5.422233333
37800,40.8167,-5.5167
37799,41.023336364,-5.561654545
37798,41.066666667,-5.636666667
37797,41.066666667,-5.691666667
37796,40.883333333,-5.644433333
37795,40.60555,-5.683325
37794,40.425,-5.76665
37793,40.4167,-5.7667
37791,40.49,-5.76
37790,40.5,-5.6833
37789,40.744466667,-5.622233333
37788,40.733333333,-5.691666667
37787,40.65,-5.5667
37786,40.7125,-5.6208
37785,40.6667,-5.5333
37780,40.6833,-5.6167
37779,40.5833,-5.60835
37778,40.5667,-5.6667
37777,40.475,-5.66665
37776,40.4833,-5.6833
37775,40.4333,-5.7
37774,40.5333,-5.6333
37770,40.55,-5.6667
37768,40.55835,-5.76665
37767,40.6,-5.75
37766,40.675,-5.77916
37765,40.5611,-5.855533333
37764,40.6069,-5.8363
37763,40.5333,-5.9167
37762,40.62,-5.883333333
37760,40.5833,-5.9167
37756,40.5667,-5.4905
37755,40.6,-5.45
37754,40.5833,-5.4667
37753,40.6,-5.4833
37752,40.5833,-5.5333
37751,40.5333,-5.4333
37750,40.53335,-5.53335
37749,40.455575,-5.505575
37748,40.4833,-5.5167
37740,40.4833,-5.6
37730,40.4667,-5.7167
37729,40.3333,-5.9071
37727,40.35,-5.86665
37724,40.322233333,-5.955566667
37720,40.33335,-5.875
37718,40.3833,-5.875
37717,40.4,-5.73335
37716,40.39445,-5.7389
37715,40.3667,-5.7667
37714,40.4167,-5.8167
37713,40.4167,-5.85
37712,40.43335,-5.91665
37711,40.4,-5.95
37710,40.3667,-5.7333
37700,40.3833,-5.7417
37690,40.7833,-6.2167
37684,40.4722,-5.8944
37683,40.4667,-5.9333
37682,40.4833,-5.9167
37681,40.4722,-5.8944
37680,40.4667,-5.8333
37671,40.5,-5.9
37670,40.5,-5.9167
37660,40.4833,-6
37659,40.516675,-6.072225
37658,40.5167,-5.99165
37657,40.4333,-6.0333
37656,40.4667,-6.0333
37650,40.5167,-6.0167
37640,40.7167,-6.1333
37639,40.65,-6.2333
37638,40.7,-6.1833
37630,40.75,-6.1833
37624,40.4833,-6.1
37621,40.5778,-6.1
37619,40.4333,-6.0667
37618,40.4833,-6.05
37617,40.4167,-6.0833
37610,40.4444,-6.0667
37609,40.711528571,-5.956414286
37608,40.6735,-5.9864
37607,40.638372727,-5.9918
37606,40.6167,-6.1833
37600,40.65,-6.1
37594,40.6056,-6.4407
37593,40.6667,-6.4
37592,40.68335,-6.6333
37591,40.508333333,-6.433333333
37590,40.600025,-6.35835
37555,40.4,-6.8167
37554,40.46,-6.7267
37553,40.45,-6.75
37552,40.45,-6.7
37551,40.4833,-6.6833
37550,40.5167,-6.6833
37542,40.3,-6.8167
37541,40.3833,-6.75
37540,40.4333,-6.6667
37532,40.5,-6.2667
37531,40.5167,-6.35
37530,40.5,-6.35
37524,40.2833,-6.7167
37523,40.3167,-6.6667
37522,40.3333,-6.6333
37521,40.3833,-6.6
37520,40.4833,-6.5667
37516,40.4667,-6.5167
37515,40.5,-6.5333
37510,40.46,-6.463316667
37500,40.4828,-6.5422
37497,40.654166667,-6.668755556
37495,40.8,-6.35
37494,40.73332,-6.29998
37493,40.8389,-6.194425
37492,40.7632,-6.336
37491,40.9,-5.95
37490,41.05835,-5.475
37488,40.7452375,-6.6071375
37481,40.5833,-6.8167
37480,40.5833,-6.8167
37479,40.7333,-6.5
37478,40.6667,-6.333333333
37470,40.7,-6.4
37468,40.983325,-6.121875
37467,40.9069,-6.0892
37466,40.7333,-6.0167
37465,41.15,-6.1333
37460,40.876309091,-6.078509091
37458,40.6833,-5.7167
37454,40.7167,-5.8167
37453,40.807433333,-5.844466667
37452,40.72082,-5.8875
37451,40.783333333,-5.983333333
37450,40.79168,-5.89168
37449,40.94168,-5.8292
37448,40.922225,-5.9278
37447,40.9667,-5.9167
37440,40.9,-5.86668
37439,41.025,-5.6
37430,41,-5.5833
37429,41.116666667,-5.550033333
37428,41.08332,-5.4875
37427,41.0667,-5.55835
37420,41.0333,-5.5333
37419,41.125,-5.425
37418,41.1111,-5.4167
37410,41.0833,-5.4
37409,41.1667,-5.25
37408,41.0167,-5.2
37406,41.05,-5.083333333
37405,41.05,-5.3333
37400,41.1167,-5.1833
37350,40.9833,-5.55
37340,40.99165,-5.5
37339,41,-5.3667
37338,40.98335,-5.425
37337,40.95835,-5.4
37330,40.9667,-5.4167
37329,40.908333333,-5.358333333
37320,40.95,-5.2833
37319,40.9,-5.1667
37318,40.99165,-5.13335
37317,40.9583,-5.225
37316,40.85,-5.2
37315,40.8333,-5.2
37314,40.8,-5.2167
37313,40.8788,-5.2136
37312,40.75,-5.2833
37311,40.8,-5.2833
37310,40.8333,-5.2833
37300,40.9,-5.2
37292,40.8833,-6.6167
37291,40.94168,-6.5875
37290,40.8167,-6.3
37281,40.8833,-6.3389
37273,40.9333,-6.5667
37271,40.85,-6.6
37270,40.85,-6.7
37269,40.8722,-6.4333
37267,40.875,-6.41665
37260,40.8667,-6.4667
37259,41.0167,-6.6333
37258,41.03335,-6.5667
37257,41.05,-6.75
37256,41.04,-6.543316667
37255,41.0667,-6.6667
37254,41.1667,-6.6833
37253,41.141666667,-6.633333333
37251,41.20835,-6.59165
37250,41.125,-6.5167
37248,40.8667,-6.7333
37247,40.9,-6.75
37246,40.9167,-6.8
37240,40.9333,-6.7167
37230,40.9833,-6.7833
37220,40.9833,-6.8667
37219,40.9889,-6.494425
37217,41.09,-6.405009091
37216,40.96875,-6.3333375
37214,41.15,-6.5125
37210,41.0091,-6.434
37209,40.883325,-6.2111
37208,40.79165,-6.1667
37207,40.8,-6.25
37200,40.8,-6.25
37198,40.9417,-5.5917
37197,40.9417,-5.5917
37194,40.9417,-5.5917
37193,40.9833,-5.6
37192,40.9417,-5.5917
37191,40.9,-5.5833
37190,40.9417,-5.5917
37189,40.8964,-5.6476
37188,40.8964,-5.6476
37187,40.894425,-5.694425
37186,40.8,-5.4
37185,41,-5.6833
37184,41,-5.6333
37183,40.843333333,-5.71
37182,40.8964,-5.6476
37181,40.95,-5.572225
37176,41.2333,-6.3333
37175,41.2333,-6.5167
37174,41.2167,-6.4333
37173,41.19165,-6.375
37172,41.2167,-6.2667
37171,41.1833,-6.25
37170,40.999988889,-5.8479
37169,41.2667,-6.4667
37160,41.2667,-6.4667
37159,41.10666,-6.25
37150,41.14165,-6.1833
37149,41.133333333,-6.116666667
37148,41.053333333,-6.229983333
37147,41.0333,-6.2167
37140,41.1167,-6.1
37139,41.1333,-6.1833
37130,40.948354545,-5.981690909
37129,40.976666667,-5.756683333
37120,40.941666667,-5.766666667
37116,41.10555,-5.9389
37115,41.066675,-5.811125
37114,41.0611,-6.1
37113,41.1052,-5.9031
37111,41.15,-5.9
37110,41.136683333,-5.82
37100,41.0833,-6
37080,40.9667,-5.65
37071,40.9667,-5.65
37070,40.9667,-5.65
37008,40.96,-5.6661
37007,40.9633,-5.6665
37006,40.959,-5.664
37005,40.983,-5.6639
37004,40.9644,-5.659
37003,40.9661,-5.6568
37002,40.9659,-5.6649
37001,40.9637,-5.6619
36995,43.3333,-8.2333
36994,43.3333,-8.2333
36993,43.325,-8.2917
36992,43.325,-8.2917
36991,43.325,-8.2917
36990,43.3,-8.4667
36989,42.5,-8.8667
36988,42.5,-8.8667
36980,42.5,-8.8667
36979,42.4,-8.8167
36970,42.4,-8.8167
36969,42.416666667,-8.791666667
36968,42.45,-8.7833
36967,42.4278,-8.7889
36966,42.4278,-8.7889
36960,42.4278,-8.7889
36959,42.169,-8.3714
36958,42.169,-8.3714
36957,42.169,-8.3714
36955,42.169,-8.3714
36954,42.1411,-8.2789
36950,42.2833,-8.75
36949,42.2667,-8.8
36948,42.2667,-8.8333
36947,42.2707,-8.8073
36946,42.2833,-8.8167
36945,42.275933333,-8.824066667
36940,42.26545,-8.77985
36939,42.3167,-8.7833
36938,42.3167,-8.7833
36937,42.3167,-8.7833
36930,42.3167,-8.7833
36920,42.3713,-8.6956
36915,42.3917,-8.68
36914,42.3917,-8.68
36913,42.3917,-8.68
36912,42.3917,-8.68
36911,42.1667,-8.8
36910,42.4167,-8.6667
36900,42.3833,-8.6833
36895,42.2167,-8.4833
36893,42.2,-8.45
36892,42.2167,-8.4667
36890,42.2333,-8.4667
36889,42.2,-8.35
36888,42.2167,-8.3167
36887,42.2167,-8.3167
36886,42.2167,-8.3167
36885,42.2167,-8.3167
36884,42.2333,-8.2833
36883,42.2167,-8.3167
36880,42.2167,-8.3167
36879,42.3056,-8.4389
36878,42.3056,-8.4389
36877,42.3056,-8.4389
36876,42.3056,-8.4389
36875,42.2667,-8.45
36874,42.3056,-8.4389
36873,42.3056,-8.4389
36872,42.4167,-8.4167
36870,42.2333,-8.45
36869,42.2,-8.5
36868,42.7833,-8.8
36867,42.3375,-8.65
36866,42.1667,-8.8
36865,42.3375,-8.65
36864,42.3375,-8.65
36863,42.3375,-8.65
36862,42.3375,-8.65
36861,42.3375,-8.65
36860,42.3375,-8.65
36859,42.5222,-8.5444
36858,42.5222,-8.5444
36857,42.5222,-8.5444
36856,42.5222,-8.5444
36855,42.5222,-8.5444
36854,42.61665,-8.59165
36853,42.5222,-8.5444
36852,42.3333,-8.45
36851,42.5222,-8.5444
36850,42.5222,-8.5444
36849,42.3143,-8.481
36848,42.3167,-8.4333
36847,42.3143,-8.481
36846,42.3333,-8.4667
36845,42.3333,-8.5
36844,42.3143,-8.481
36843,42.3143,-8.481
36842,42.2833,-8.5333
36841,42.3143,-8.481
36840,42.3143,-8.481
36839,42.5311,-8.4622
36838,42.5311,-8.4622
36837,42.5311,-8.4622
36836,42.5311,-8.4622
36835,42.5311,-8.4622
36830,42.5311,-8.4622
36829,42.375,-8.458333333
36828,42.4,-8.5167
36827,42.393033333,-8.530566667
36826,42.3667,-8.4833
36820,42.3875,-8.5021
36818,43.35,-8.3
36817,43.35,-8.3
36816,43.3476,-8.3048
36815,43.35,-8.3
36814,43.3,-8.4667
36813,43.3333,-8.2333
36812,43.375,-8.2667
36811,43.3476,-8.3048
36810,43.3476,-8.3048
36800,42.5311,-8.4622
36794,41.9983,-8.69
36792,41.9667,-8.7667
36791,42.00835,-8.675
36790,41.9983,-8.69
36789,41.9,-8.8667
36788,41.9,-8.8667
36780,41.9,-8.8667
36779,41.9977,-8.7076
36778,41.9977,-8.7076
36770,41.9977,-8.7076
36760,41.9167,-8.8
36750,41.9977,-8.7076
36749,42.05,-8.7833
36748,42.0222,-8.75
36747,42.0333,-8.7333
36746,42.0222,-8.75
36740,41.9833,-8.7333
36739,41.9933,-8.6967
36730,41.986666667,-8.71
36729,42.0667,-8.6
36720,42.0667,-8.6
36715,42.05,-8.6667
36714,42.05,-8.6667
36713,42.05,-8.6667
36712,42.05,-8.6667
36711,42.05,-8.6667
36710,42.05,-8.6667
36700,41.9977,-8.7076
36693,42.674,-8.536
36692,42.674,-8.536
36691,42.674,-8.536
36690,42.674,-8.536
36689,42.75,-8.4833
36688,43.35,-8.3
36687,42.733333333,-8.633333333
36686,42.683325,-8.38915
36685,43.127775,-8.3889
36684,42.783333333,-8.408333333
36683,42.8411,-8.4311
36682,42.8411,-8.4311
36681,42.6833,-8.4833
36680,42.8411,-8.4311
36679,42.6667,-8.8833
36678,42.733333333,-8.6333
36677,42.6333,-8.55
36676,42.7167,-8.5167
36675,42.6167,-8.5833
36670,42.6333,-8.55
36669,42.337033333,-8.7111
36668,42.5667,-8.5833
